searchQuery,labels(json),stage
상악동거상술 측방접근법 술식,"[{""matched_expression"": ""거상술"", ""label"": ""진료:거상술""}, {""matched_expression"": ""상악동"", ""label"": ""진료:상악동거상술""}, {""matched_expression"": ""접근법"", ""label"": ""진료과정:방법론""}, {""matched_expression"": ""측방"", ""label"": ""방향:수평""}, {""matched_expression"": ""술식"", ""label"": ""진료:술식""}]",2단계:정보탐색
임플란트 재식립기간,"[{""matched_expression"": ""임플란트"", ""label"": ""진료:임플란트""}, {""matched_expression"": ""기간"", ""label"": ""의도:과정문의""}, {""matched_expression"": ""식립"", ""label"": ""진료:임플란트""}]",2단계:정보탐색
잔존골 상악동 거상술 측방 치조정,"[{""matched_expression"": ""거상술"", ""label"": ""진료:거상술""}, {""matched_expression"": ""상악동"", ""label"": ""진료:상악동거상술""}, {""matched_expression"": ""측방"", ""label"": ""방향:수평""}, {""matched_expression"": ""잔존"", ""label"": ""상태:잔존""}, {""matched_expression"": ""치조"", ""label"": ""위치:치조골""}]",2단계:정보탐색
상악동거상술 술식 정리,"[{""matched_expression"": ""거상술"", ""label"": ""진료:거상술""}, {""matched_expression"": ""상악동"", ""label"": ""진료:상악동거상술""}, {""matched_expression"": ""술식"", ""label"": ""진료:술식""}]",2단계:정보탐색
상악동 거상술 측방,"[{""matched_expression"": ""거상술"", ""label"": ""진료:거상술""}, {""matched_expression"": ""상악동"", ""label"": ""진료:상악동거상술""}, {""matched_expression"": ""측방"", ""label"": ""방향:수평""}]",2단계:정보탐색
아랫니브릿지6개,"[{""matched_expression"": ""브릿지"", ""label"": ""진료:브릿지""}, {""matched_expression"": ""아랫니"", ""label"": ""치아위치:아랫니""}, {""matched_expression"": ""6개"", ""label"": ""수량:개수""}]",2단계:정보탐색
앞니 아랫니 브릿지,"[{""matched_expression"": ""브릿지"", ""label"": ""진료:브릿지""}, {""matched_expression"": ""아랫니"", ""label"": ""치아위치:아랫니""}, {""matched_expression"": ""앞니"", ""label"": ""위치:앞니""}]",2단계:정보탐색
아랫니 유치 브릿지,"[{""matched_expression"": ""브릿지"", ""label"": ""진료:브릿지""}, {""matched_expression"": ""아랫니"", ""label"": ""치아위치:아랫니""}, {""matched_expression"": ""유치"", ""label"": ""대상:소아""}]",2단계:정보탐색
아랫 영구치,"[{""matched_expression"": ""영구치"", ""label"": ""치아종류:영구치""}, {""matched_expression"": ""아랫"", ""label"": ""치아위치:아랫니""}]",2단계:정보탐색
아랫니 부릿지,"[{""matched_expression"": ""아랫니"", ""label"": ""치아위치:아랫니""}]",2단계:정보탐색
치과 상악동거상술 수술과정,"[{""matched_expression"": ""거상술"", ""label"": ""진료:거상술""}, {""matched_expression"": ""상악동"", ""label"": ""진료:상악동거상술""}, {""matched_expression"": ""과정"", ""label"": ""의도:과정문의""}, {""matched_expression"": ""치과"", ""label"": ""장소:의료기관""}, {""matched_expression"": ""수술"", ""label"": ""진료:수술""}]",2단계:정보탐색
신경치료후 치아 뿌리 염증,"[{""matched_expression"": ""신경치료"", ""label"": ""진료:신경치료""}, {""matched_expression"": ""치아"", ""label"": ""치아:치아""}, {""matched_expression"": ""염증"", ""label"": ""증상:염증/고름""}, {""matched_expression"": ""뿌리"", ""label"": ""치아부위:치근""}]",2단계:정보탐색
신경치료한 치아 뿌리가 부러지면 통증,"[{""matched_expression"": ""신경치료"", ""label"": ""진료:신경치료""}, {""matched_expression"": ""치아"", ""label"": ""치아:치아""}, {""matched_expression"": ""통증"", ""label"": ""증상:통증""}, {""matched_expression"": ""뿌리"", ""label"": ""치아부위:치근""}]",2단계:정보탐색
앞니 신경치료한 치아 염증,"[{""matched_expression"": ""신경치료"", ""label"": ""진료:신경치료""}, {""matched_expression"": ""치아"", ""label"": ""치아:치아""}, {""matched_expression"": ""앞니"", ""label"": ""위치:앞니""}, {""matched_expression"": ""염증"", ""label"": ""증상:염증/고름""}]",2단계:정보탐색
앞니 뿌리 통증,"[{""matched_expression"": ""앞니"", ""label"": ""위치:앞니""}, {""matched_expression"": ""통증"", ""label"": ""증상:통증""}, {""matched_expression"": ""뿌리"", ""label"": ""치아부위:치근""}]",2단계:정보탐색
신경치료 후 뿌리염증,"[{""matched_expression"": ""신경치료"", ""label"": ""진료:신경치료""}, {""matched_expression"": ""염증"", ""label"": ""증상:염증/고름""}, {""matched_expression"": ""뿌리"", ""label"": ""치아부위:치근""}]",2단계:정보탐색
치아뿌리염증,"[{""matched_expression"": ""치아뿌리"", ""label"": ""치아부위:치근""}, {""matched_expression"": ""염증"", ""label"": ""증상:염증/고름""}]",2단계:정보탐색
육안으로 보이지 않는 충치,"[{""matched_expression"": ""안으로"", ""label"": ""방향:안으로""}, {""matched_expression"": ""보이지"", ""label"": ""상태:보이는""}, {""matched_expression"": ""않는"", ""label"": ""상태:부재""}, {""matched_expression"": ""충치"", ""label"": ""진료:충치""}]",2단계:정보탐색
동탄 세라믹 인레이,"[{""matched_expression"": ""세라믹"", ""label"": ""재료:세라믹""}, {""matched_expression"": ""인레이"", ""label"": ""진료:인레이""}, {""matched_expression"": ""동탄"", ""label"": ""지역:동탄""}]",3단계:지역탐색
육안으로 충치,"[{""matched_expression"": ""안으로"", ""label"": ""방향:안으로""}, {""matched_expression"": ""충치"", ""label"": ""진료:충치""}]",2단계:정보탐색
충치 육안 확인,"[{""matched_expression"": ""충치"", ""label"": ""진료:충치""}, {""matched_expression"": ""확인"", ""label"": ""진료목표:진단""}, {""matched_expression"": ""육안"", ""label"": ""검사방법:육안""}]",2단계:정보탐색
육안 충치,"[{""matched_expression"": ""충치"", ""label"": ""진료:충치""}, {""matched_expression"": ""육안"", ""label"": ""검사방법:육안""}]",2단계:정보탐색
화성 신경치료,"[{""matched_expression"": ""신경치료"", ""label"": ""진료:신경치료""}, {""matched_expression"": ""화성"", ""label"": ""지역:화성""}]",3단계:지역탐색
크라운 치료 후 염증,"[{""matched_expression"": ""크라운"", ""label"": ""진료:크라운""}, {""matched_expression"": ""염증"", ""label"": ""증상:염증/고름""}, {""matched_expression"": ""치료"", ""label"": ""진료:치료""}]",2단계:정보탐색
어금니 깨짐 레진,"[{""matched_expression"": ""어금니"", ""label"": ""치아부위:어금니""}, {""matched_expression"": ""깨짐"", ""label"": ""증상:파손/깨짐""}, {""matched_expression"": ""레진"", ""label"": ""진료:레진""}]",2단계:정보탐색
치조골이없는데되나크라운되나요,"[{""matched_expression"": ""치조골"", ""label"": ""위치:치조골""}, {""matched_expression"": ""되나요"", ""label"": ""의도:가능성문의""}, {""matched_expression"": ""크라운"", ""label"": ""진료:크라운""}, {""matched_expression"": ""없는"", ""label"": ""상태:부재""}]",2단계:정보탐색
치조골 신경치료 염증 치료기간,"[{""matched_expression"": ""신경치료"", ""label"": ""진료:신경치료""}, {""matched_expression"": ""치조골"", ""label"": ""위치:치조골""}, {""matched_expression"": ""기간"", ""label"": ""의도:과정문의""}, {""matched_expression"": ""염증"", ""label"": ""증상:염증/고름""}, {""matched_expression"": ""치료"", ""label"": ""진료:치료""}]",2단계:정보탐색
앞니클램프,"[{""matched_expression"": ""클램프"", ""label"": ""진료보조/기구:클램프""}, {""matched_expression"": ""앞니"", ""label"": ""위치:앞니""}]",2단계:정보탐색
신경치료 치아 깨짐,"[{""matched_expression"": ""신경치료"", ""label"": ""진료:신경치료""}, {""matched_expression"": ""치아"", ""label"": ""치아:치아""}, {""matched_expression"": ""깨짐"", ""label"": ""증상:파손/깨짐""}]",2단계:정보탐색
앞니 신경치료 과정,"[{""matched_expression"": ""신경치료"", ""label"": ""진료:신경치료""}, {""matched_expression"": ""앞니"", ""label"": ""위치:앞니""}, {""matched_expression"": ""과정"", ""label"": ""의도:과정문의""}]",2단계:정보탐색
어금니 염증 재신경치료,"[{""matched_expression"": ""재신경치료"", ""label"": ""진료:재신경치료""}, {""matched_expression"": ""어금니"", ""label"": ""치아부위:어금니""}, {""matched_expression"": ""염증"", ""label"": ""증상:염증/고름""}]",2단계:정보탐색
어금니 잇몸 염증,"[{""matched_expression"": ""어금니"", ""label"": ""치아부위:어금니""}, {""matched_expression"": ""잇몸"", ""label"": ""위치:잇몸""}, {""matched_expression"": ""염증"", ""label"": ""증상:염증/고름""}]",2단계:정보탐색
지르코니아 크라운 제거,"[{""matched_expression"": ""지르코니아"", ""label"": ""재료:지르코니아""}, {""matched_expression"": ""크라운"", ""label"": ""진료:크라운""}, {""matched_expression"": ""제거"", ""label"": ""진료:발치""}]",2단계:정보탐색
지르코니아 잇몸 내려앉음,"[{""matched_expression"": ""지르코니아"", ""label"": ""재료:지르코니아""}, {""matched_expression"": ""내려앉음"", ""label"": ""증상:퇴축""}, {""matched_expression"": ""잇몸"", ""label"": ""위치:잇몸""}]",2단계:정보탐색
앞니 크라운 잇몸 내려앉음,"[{""matched_expression"": ""내려앉음"", ""label"": ""증상:퇴축""}, {""matched_expression"": ""크라운"", ""label"": ""진료:크라운""}, {""matched_expression"": ""앞니"", ""label"": ""위치:앞니""}, {""matched_expression"": ""잇몸"", ""label"": ""위치:잇몸""}]",2단계:정보탐색
잇몸심한퇴축,"[{""matched_expression"": ""잇몸"", ""label"": ""위치:잇몸""}, {""matched_expression"": ""퇴축"", ""label"": ""증상:퇴축""}, {""matched_expression"": ""심한"", ""label"": ""증상:정도/심함""}]",2단계:정보탐색
잇몸퇴축 치과,"[{""matched_expression"": ""잇몸"", ""label"": ""위치:잇몸""}, {""matched_expression"": ""치과"", ""label"": ""장소:의료기관""}, {""matched_expression"": ""퇴축"", ""label"": ""증상:퇴축""}]",2단계:정보탐색
심한 잇몸 퇴축,"[{""matched_expression"": ""잇몸"", ""label"": ""위치:잇몸""}, {""matched_expression"": ""퇴축"", ""label"": ""증상:퇴축""}, {""matched_expression"": ""심한"", ""label"": ""증상:정도/심함""}]",2단계:정보탐색
임플란트 잇몸 퇴축,"[{""matched_expression"": ""임플란트"", ""label"": ""진료:임플란트""}, {""matched_expression"": ""잇몸"", ""label"": ""위치:잇몸""}, {""matched_expression"": ""퇴축"", ""label"": ""증상:퇴축""}]",2단계:정보탐색
어금니심한퇴축임플란트되나요,"[{""matched_expression"": ""임플란트"", ""label"": ""진료:임플란트""}, {""matched_expression"": ""되나요"", ""label"": ""의도:가능성문의""}, {""matched_expression"": ""어금니"", ""label"": ""치아부위:어금니""}, {""matched_expression"": ""퇴축"", ""label"": ""증상:퇴축""}, {""matched_expression"": ""심한"", ""label"": ""증상:정도/심함""}]",2단계:정보탐색
가이드 교합면 역할,"[{""matched_expression"": ""교합면"", ""label"": ""치아해부학:교합면""}, {""matched_expression"": ""가이드"", ""label"": ""진료보조/기구:가이드""}, {""matched_expression"": ""역할"", ""label"": ""분류:역할""}]",2단계:정보탐색
치과 어금니 사이 충치,"[{""matched_expression"": ""어금니"", ""label"": ""치아부위:어금니""}, {""matched_expression"": ""치과"", ""label"": ""장소:의료기관""}, {""matched_expression"": ""사이"", ""label"": ""증상:치아간격/벌어짐""}, {""matched_expression"": ""충치"", ""label"": ""진료:충치""}]",2단계:정보탐색
치과 어금니 이 사이 메꿈,"[{""matched_expression"": ""어금니"", ""label"": ""치아부위:어금니""}, {""matched_expression"": ""치과"", ""label"": ""장소:의료기관""}, {""matched_expression"": ""사이"", ""label"": ""증상:치아간격/벌어짐""}, {""matched_expression"": ""메꿈"", ""label"": ""진료:충치""}]",2단계:정보탐색
어금니사이 충치,"[{""matched_expression"": ""어금니"", ""label"": ""치아부위:어금니""}, {""matched_expression"": ""사이"", ""label"": ""증상:치아간격/벌어짐""}, {""matched_expression"": ""충치"", ""label"": ""진료:충치""}]",2단계:정보탐색
어금니 사이 충치 x-ray,"[{""matched_expression"": ""어금니"", ""label"": ""치아부위:어금니""}, {""matched_expression"": ""사이"", ""label"": ""증상:치아간격/벌어짐""}, {""matched_expression"": ""충치"", ""label"": ""진료:충치""}]",2단계:정보탐색
어금니 레진 2차 우식,"[{""matched_expression"": ""어금니"", ""label"": ""치아부위:어금니""}, {""matched_expression"": ""2차"", ""label"": ""지역:동탄2""}, {""matched_expression"": ""레진"", ""label"": ""진료:레진""}, {""matched_expression"": ""우식"", ""label"": ""진료:충치""}]",3단계:지역탐색
충치 레진 이차,"[{""matched_expression"": ""이차"", ""label"": ""지역:동탄2""}, {""matched_expression"": ""레진"", ""label"": ""진료:레진""}, {""matched_expression"": ""충치"", ""label"": ""진료:충치""}]",3단계:지역탐색
레진 다시,"[{""matched_expression"": ""레진"", ""label"": ""진료:레진""}, {""matched_expression"": ""다시"", ""label"": ""빈도:재발""}]",2단계:정보탐색
동탄 치과 깨짐,"[{""matched_expression"": ""치과"", ""label"": ""장소:의료기관""}, {""matched_expression"": ""깨짐"", ""label"": ""증상:파손/깨짐""}, {""matched_expression"": ""동탄"", ""label"": ""지역:동탄""}]",3단계:지역탐색
앞니외상후잇몸통증,"[{""matched_expression"": ""앞니"", ""label"": ""위치:앞니""}, {""matched_expression"": ""잇몸"", ""label"": ""위치:잇몸""}, {""matched_expression"": ""외상"", ""label"": ""증상:외상""}, {""matched_expression"": ""통증"", ""label"": ""증상:통증""}]",2단계:정보탐색
외상으로 인한 치아 흔들림,"[{""matched_expression"": ""치아"", ""label"": ""치아:치아""}, {""matched_expression"": ""외상"", ""label"": ""증상:외상""}, {""matched_expression"": ""흔들"", ""label"": ""증상:흔들림""}]",2단계:정보탐색
